symptom_id,symptom_name,medical_term,category,body_system,severity_weight,urgency_level,common_aliases,description
SYM_01503,Spasmodic Infection Vulnerability (Spleen),Spasmodic Infection Vulnerability of Spleen,Hematological & Lymphatic,Hematological,1,Low,"spasmodic infection vulnerability (spleen); infection vulnerability; spasmodic infection vulnerability",Clinical symptom presentation manifesting as spasmodic infection vulnerability localized in the spleen.
SYM_01504,Spasmodic Hyperviscosity Feeling (Spleen),Spasmodic Hyperviscosity Feeling of Spleen,Hematological & Lymphatic,Hematological,8,Critical,"spasmodic hyperviscosity feeling (spleen); hyperviscosity feeling; spasmodic hyperviscosity feeling",Clinical symptom presentation manifesting as spasmodic hyperviscosity feeling localized in the spleen.
SYM_01505,Spasmodic Lymphadenopathy (Bone Marrow),Spasmodic Lymphadenopathy of Bone Marrow,Hematological & Lymphatic,Hematological,6,High,"spasmodic lymphadenopathy (bone marrow); lymphadenopathy; spasmodic lymphadenopathy",Clinical symptom presentation manifesting as spasmodic lymphadenopathy localized in the bone marrow.
SYM_01506,Spasmodic Splenic Fullness (Bone Marrow),Spasmodic Splenic Fullness of Bone Marrow,Hematological & Lymphatic,Hematological,4,Moderate,"spasmodic splenic fullness (bone marrow); splenic fullness; spasmodic splenic fullness",Clinical symptom presentation manifesting as spasmodic splenic fullness localized in the bone marrow.
SYM_01507,Spasmodic Easy Bleeding (Bone Marrow),Spasmodic Easy Bleeding of Bone Marrow,Hematological & Lymphatic,Hematological,2,Low,"spasmodic easy bleeding (bone marrow); easy bleeding; spasmodic easy bleeding",Clinical symptom presentation manifesting as spasmodic easy bleeding localized in the bone marrow.
SYM_01508,Spasmodic Petechiae (Bone Marrow),Spasmodic Petechiae of Bone Marrow,Hematological & Lymphatic,Hematological,9,Critical,"spasmodic petechiae (bone marrow); petechiae; spasmodic petechiae",Clinical symptom presentation manifesting as spasmodic petechiae localized in the bone marrow.
SYM_01509,Spasmodic Ecchymosis (Bone Marrow),Spasmodic Ecchymosis of Bone Marrow,Hematological & Lymphatic,Hematological,7,High,"spasmodic ecchymosis (bone marrow); ecchymosis; spasmodic ecchymosis",Clinical symptom presentation manifesting as spasmodic ecchymosis localized in the bone marrow.
SYM_01510,Spasmodic Pallor (Bone Marrow),Spasmodic Pallor of Bone Marrow,Hematological & Lymphatic,Hematological,5,Moderate,"spasmodic pallor (bone marrow); pallor; spasmodic pallor",Clinical symptom presentation manifesting as spasmodic pallor localized in the bone marrow.
SYM_01511,Spasmodic Infection Vulnerability (Bone Marrow),Spasmodic Infection Vulnerability of Bone Marrow,Hematological & Lymphatic,Hematological,3,Low,"spasmodic infection vulnerability (bone marrow); infection vulnerability; spasmodic infection vulnerability",Clinical symptom presentation manifesting as spasmodic infection vulnerability localized in the bone marrow.
SYM_01512,Spasmodic Hyperviscosity Feeling (Bone Marrow),Spasmodic Hyperviscosity Feeling of Bone Marrow,Hematological & Lymphatic,Hematological,1,Low,"spasmodic hyperviscosity feeling (bone marrow); hyperviscosity feeling; spasmodic hyperviscosity feeling",Clinical symptom presentation manifesting as spasmodic hyperviscosity feeling localized in the bone marrow.
SYM_01513,Spasmodic Lymphadenopathy (Venous Sinuses),Spasmodic Lymphadenopathy of Venous Sinuses,Hematological & Lymphatic,Hematological,8,Critical,"spasmodic lymphadenopathy (venous sinuses); lymphadenopathy; spasmodic lymphadenopathy",Clinical symptom presentation manifesting as spasmodic lymphadenopathy localized in the venous sinuses.
SYM_01514,Spasmodic Splenic Fullness (Venous Sinuses),Spasmodic Splenic Fullness of Venous Sinuses,Hematological & Lymphatic,Hematological,6,High,"spasmodic splenic fullness (venous sinuses); splenic fullness; spasmodic splenic fullness",Clinical symptom presentation manifesting as spasmodic splenic fullness localized in the venous sinuses.
SYM_01515,Spasmodic Easy Bleeding (Venous Sinuses),Spasmodic Easy Bleeding of Venous Sinuses,Hematological & Lymphatic,Hematological,4,Moderate,"spasmodic easy bleeding (venous sinuses); easy bleeding; spasmodic easy bleeding",Clinical symptom presentation manifesting as spasmodic easy bleeding localized in the venous sinuses.
SYM_01516,Spasmodic Petechiae (Venous Sinuses),Spasmodic Petechiae of Venous Sinuses,Hematological & Lymphatic,Hematological,2,Low,"spasmodic petechiae (venous sinuses); petechiae; spasmodic petechiae",Clinical symptom presentation manifesting as spasmodic petechiae localized in the venous sinuses.
SYM_01517,Spasmodic Ecchymosis (Venous Sinuses),Spasmodic Ecchymosis of Venous Sinuses,Hematological & Lymphatic,Hematological,9,Critical,"spasmodic ecchymosis (venous sinuses); ecchymosis; spasmodic ecchymosis",Clinical symptom presentation manifesting as spasmodic ecchymosis localized in the venous sinuses.
SYM_01518,Spasmodic Pallor (Venous Sinuses),Spasmodic Pallor of Venous Sinuses,Hematological & Lymphatic,Hematological,7,High,"spasmodic pallor (venous sinuses); pallor; spasmodic pallor",Clinical symptom presentation manifesting as spasmodic pallor localized in the venous sinuses.
SYM_01519,Spasmodic Infection Vulnerability (Venous Sinuses),Spasmodic Infection Vulnerability of Venous Sinuses,Hematological & Lymphatic,Hematological,5,Moderate,"spasmodic infection vulnerability (venous sinuses); infection vulnerability; spasmodic infection vulnerability",Clinical symptom presentation manifesting as spasmodic infection vulnerability localized in the venous sinuses.
SYM_01520,Spasmodic Hyperviscosity Feeling (Venous Sinuses),Spasmodic Hyperviscosity Feeling of Venous Sinuses,Hematological & Lymphatic,Hematological,3,Low,"spasmodic hyperviscosity feeling (venous sinuses); hyperviscosity feeling; spasmodic hyperviscosity feeling",Clinical symptom presentation manifesting as spasmodic hyperviscosity feeling localized in the venous sinuses.
SYM_01521,Burning Lymphadenopathy (Cervical Lymph Nodes),Burning Lymphadenopathy of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,1,Low,"burning lymphadenopathy (cervical lymph nodes); lymphadenopathy; burning lymphadenopathy",Clinical symptom presentation manifesting as burning lymphadenopathy localized in the cervical lymph nodes.
SYM_01522,Burning Splenic Fullness (Cervical Lymph Nodes),Burning Splenic Fullness of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,8,Critical,"burning splenic fullness (cervical lymph nodes); splenic fullness; burning splenic fullness",Clinical symptom presentation manifesting as burning splenic fullness localized in the cervical lymph nodes.
SYM_01523,Burning Easy Bleeding (Cervical Lymph Nodes),Burning Easy Bleeding of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,6,High,"burning easy bleeding (cervical lymph nodes); easy bleeding; burning easy bleeding",Clinical symptom presentation manifesting as burning easy bleeding localized in the cervical lymph nodes.
SYM_01524,Burning Petechiae (Cervical Lymph Nodes),Burning Petechiae of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,4,Moderate,"burning petechiae (cervical lymph nodes); petechiae; burning petechiae",Clinical symptom presentation manifesting as burning petechiae localized in the cervical lymph nodes.
SYM_01525,Burning Ecchymosis (Cervical Lymph Nodes),Burning Ecchymosis of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,2,Low,"burning ecchymosis (cervical lymph nodes); ecchymosis; burning ecchymosis",Clinical symptom presentation manifesting as burning ecchymosis localized in the cervical lymph nodes.
SYM_01526,Burning Pallor (Cervical Lymph Nodes),Burning Pallor of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,9,Critical,"burning pallor (cervical lymph nodes); pallor; burning pallor",Clinical symptom presentation manifesting as burning pallor localized in the cervical lymph nodes.
SYM_01527,Burning Infection Vulnerability (Cervical Lymph Nodes),Burning Infection Vulnerability of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,7,High,"burning infection vulnerability (cervical lymph nodes); infection vulnerability; burning infection vulnerability",Clinical symptom presentation manifesting as burning infection vulnerability localized in the cervical lymph nodes.
SYM_01528,Burning Hyperviscosity Feeling (Cervical Lymph Nodes),Burning Hyperviscosity Feeling of Cervical Lymph Nodes,Hematological & Lymphatic,Hematological,5,Moderate,"burning hyperviscosity feeling (cervical lymph nodes); hyperviscosity feeling; burning hyperviscosity feeling",Clinical symptom presentation manifesting as burning hyperviscosity feeling localized in the cervical lymph nodes.
SYM_01529,Burning Lymphadenopathy (Axillary Nodes),Burning Lymphadenopathy of Axillary Nodes,Hematological & Lymphatic,Hematological,3,Low,"burning lymphadenopathy (axillary nodes); lymphadenopathy; burning lymphadenopathy",Clinical symptom presentation manifesting as burning lymphadenopathy localized in the axillary nodes.
SYM_01530,Burning Splenic Fullness (Axillary Nodes),Burning Splenic Fullness of Axillary Nodes,Hematological & Lymphatic,Hematological,1,Low,"burning splenic fullness (axillary nodes); splenic fullness; burning splenic fullness",Clinical symptom presentation manifesting as burning splenic fullness localized in the axillary nodes.
SYM_01531,Burning Easy Bleeding (Axillary Nodes),Burning Easy Bleeding of Axillary Nodes,Hematological & Lymphatic,Hematological,8,Critical,"burning easy bleeding (axillary nodes); easy bleeding; burning easy bleeding",Clinical symptom presentation manifesting as burning easy bleeding localized in the axillary nodes.
SYM_01532,Burning Petechiae (Axillary Nodes),Burning Petechiae of Axillary Nodes,Hematological & Lymphatic,Hematological,6,High,"burning petechiae (axillary nodes); petechiae; burning petechiae",Clinical symptom presentation manifesting as burning petechiae localized in the axillary nodes.
SYM_01533,Burning Ecchymosis (Axillary Nodes),Burning Ecchymosis of Axillary Nodes,Hematological & Lymphatic,Hematological,4,Moderate,"burning ecchymosis (axillary nodes); ecchymosis; burning ecchymosis",Clinical symptom presentation manifesting as burning ecchymosis localized in the axillary nodes.
SYM_01534,Burning Pallor (Axillary Nodes),Burning Pallor of Axillary Nodes,Hematological & Lymphatic,Hematological,2,Low,"burning pallor (axillary nodes); pallor; burning pallor",Clinical symptom presentation manifesting as burning pallor localized in the axillary nodes.
SYM_01535,Burning Infection Vulnerability (Axillary Nodes),Burning Infection Vulnerability of Axillary Nodes,Hematological & Lymphatic,Hematological,9,Critical,"burning infection vulnerability (axillary nodes); infection vulnerability; burning infection vulnerability",Clinical symptom presentation manifesting as burning infection vulnerability localized in the axillary nodes.
SYM_01536,Burning Hyperviscosity Feeling (Axillary Nodes),Burning Hyperviscosity Feeling of Axillary Nodes,Hematological & Lymphatic,Hematological,7,High,"burning hyperviscosity feeling (axillary nodes); hyperviscosity feeling; burning hyperviscosity feeling",Clinical symptom presentation manifesting as burning hyperviscosity feeling localized in the axillary nodes.
SYM_01537,Burning Lymphadenopathy (Spleen),Burning Lymphadenopathy of Spleen,Hematological & Lymphatic,Hematological,5,Moderate,"burning lymphadenopathy (spleen); lymphadenopathy; burning lymphadenopathy",Clinical symptom presentation manifesting as burning lymphadenopathy localized in the spleen.
SYM_01538,Burning Splenic Fullness (Spleen),Burning Splenic Fullness of Spleen,Hematological & Lymphatic,Hematological,3,Low,"burning splenic fullness (spleen); splenic fullness; burning splenic fullness",Clinical symptom presentation manifesting as burning splenic fullness localized in the spleen.
SYM_01539,Burning Easy Bleeding (Spleen),Burning Easy Bleeding of Spleen,Hematological & Lymphatic,Hematological,1,Low,"burning easy bleeding (spleen); easy bleeding; burning easy bleeding",Clinical symptom presentation manifesting as burning easy bleeding localized in the spleen.
SYM_01540,Burning Petechiae (Spleen),Burning Petechiae of Spleen,Hematological & Lymphatic,Hematological,8,Critical,"burning petechiae (spleen); petechiae; burning petechiae",Clinical symptom presentation manifesting as burning petechiae localized in the spleen.
SYM_01541,Chronic Photophobia (Cornea),Chronic Photophobia of Cornea,Ophthalmology & Vision,Ophthalmology,6,High,"chronic photophobia (cornea); photophobia; chronic photophobia",Clinical symptom presentation manifesting as chronic photophobia localized in the cornea.
SYM_01542,Chronic Blurred Vision (Cornea),Chronic Blurred Vision of Cornea,Ophthalmology & Vision,Ophthalmology,4,Moderate,"chronic blurred vision (cornea); blurred vision; chronic blurred vision",Clinical symptom presentation manifesting as chronic blurred vision localized in the cornea.
SYM_01543,Chronic Eye Strain (Cornea),Chronic Eye Strain of Cornea,Ophthalmology & Vision,Ophthalmology,2,Low,"chronic eye strain (cornea); eye strain; chronic eye strain",Clinical symptom presentation manifesting as chronic eye strain localized in the cornea.
SYM_01544,Chronic Diplopia (Cornea),Chronic Diplopia of Cornea,Ophthalmology & Vision,Ophthalmology,9,Critical,"chronic diplopia (cornea); diplopia; chronic diplopia",Clinical symptom presentation manifesting as chronic diplopia localized in the cornea.
SYM_01545,Chronic Conjunctival Redness (Cornea),Chronic Conjunctival Redness of Cornea,Ophthalmology & Vision,Ophthalmology,7,High,"chronic conjunctival redness (cornea); conjunctival redness; chronic conjunctival redness",Clinical symptom presentation manifesting as chronic conjunctival redness localized in the cornea.
