disease_id,disease_name,icd10_code,category,risk_level,severity,prevalence_rate,common_symptoms,key_diagnostic_markers,prevention_guidelines,diet_recommendations,exercise_recommendations,urgent_warning_signs
DIS_00373,Presbyopia,J23.4,Ophthalmology & Ocular Health,High,Severe,"47 per 100,000 individuals","Chronic Visual Field Loss (Optic Nerve); Chronic Photophobia (Conjunctiva); Chronic Conjunctival Redness (Conjunctiva); Syncope / Fainting","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Presbyopia.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00374,Vitreous Hemorrhage,K24.5,Ophthalmology & Ocular Health,Moderate,Moderate,"5 per 100,000 individuals","Chronic Grittiness (Optic Nerve); Chronic Blurred Vision (Conjunctiva); Chronic Ocular Discharge (Conjunctiva); Bilateral Ankle Swelling","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Vitreous Hemorrhage.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00375,Ocular Migraine,L25.6,Ophthalmology & Ocular Health,Low,Mild,"8 per 100,000 individuals","Chronic Eye Pain (Optic Nerve); Chronic Eye Strain (Conjunctiva); Chronic Floaters (Conjunctiva); Cold Clammy Extremities","Serum biomarkers, specialty diagnostics for Ophthalmology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Ocular Migraine.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00376,Acute Bacterial Rhinosinusitis,M26.7,Otolaryngology (ENT),Critical,Severe,"11 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Otolaryngology (ENT), radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Acute Bacterial Rhinosinusitis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00377,Chronic Hyperplastic Sinusitis,N27.8,Otolaryngology (ENT),Low,Mild,"14 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Otolaryngology (ENT), radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Chronic Hyperplastic Sinusitis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00378,Allergic Rhinitis (Seasonal Pollen),O28.0,Otolaryngology (ENT),Moderate,Moderate,"17 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Otolaryngology (ENT), radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Allergic Rhinitis (Seasonal Pollen).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00379,Vasomotor Rhinitis,P29.1,Otolaryngology (ENT),High,Severe,"20 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Otolaryngology (ENT), radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Vasomotor Rhinitis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00380,Nasal Polyposis,Q30.2,Otolaryngology (ENT),Moderate,Moderate,"23 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Otolaryngology (ENT), radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Nasal Polyposis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00381,Acute Otitis Media (Suppurative),R31.3,Otolaryngology (ENT),Low,Mild,"26 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Otolaryngology (ENT), radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Acute Otitis Media (Suppurative).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00382,Otitis Media with Effusion,S32.4,Otolaryngology (ENT),Critical,Severe,"29 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Otolaryngology (ENT), radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Otitis Media with Effusion.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00383,Otitis Externa (Swimmer's Ear),T33.5,Otolaryngology (ENT),Low,Mild,"32 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Otolaryngology (ENT), radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Otitis Externa (Swimmer's Ear).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00384,Malignant Otitis Externa,U34.6,Otolaryngology (ENT),Moderate,Moderate,"35 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Otolaryngology (ENT), radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Malignant Otitis Externa.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00385,Tympanic Membrane Perforation,V35.7,Otolaryngology (ENT),High,Severe,"38 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Otolaryngology (ENT), radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Tympanic Membrane Perforation.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00386,Otosclerosis (Conductive Loss),W36.8,Otolaryngology (ENT),Moderate,Moderate,"41 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Otolaryngology (ENT), radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Otosclerosis (Conductive Loss).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00387,Sensorineural Hearing Loss (Sudden),X37.0,Otolaryngology (ENT),Low,Mild,"44 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Otolaryngology (ENT), radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Sensorineural Hearing Loss (Sudden).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00388,Noise-Induced Hearing Loss,Y38.1,Otolaryngology (ENT),Critical,Severe,"47 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Otolaryngology (ENT), radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Noise-Induced Hearing Loss.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00389,Presbycusis,Z39.2,Otolaryngology (ENT),Low,Mild,"5 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Otolaryngology (ENT), radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Presbycusis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00390,Acute Viral Pharyngitis,A40.3,Otolaryngology (ENT),Moderate,Moderate,"8 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Otolaryngology (ENT), radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Acute Viral Pharyngitis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
