disease_id,disease_name,symptom_id,symptom_name,association_weight,is_primary_symptom
DIS_00466,Endometriosis (Ovarian & Peritoneal),SYM_00009,Loss of Appetite,0.59,0
DIS_00467,Adenomyosis Uteri,SYM_00010,Generalized Malaise,0.95,1
DIS_00467,Adenomyosis Uteri,SYM_00005,Chronic Fatigue,0.83,0
DIS_00467,Adenomyosis Uteri,SYM_00002,Low Grade Fever,0.71,0
DIS_00467,Adenomyosis Uteri,SYM_00009,Loss of Appetite,0.59,0
DIS_00468,Uterine Leiomyoma (Fibroids),SYM_00010,Generalized Malaise,0.95,1
DIS_00468,Uterine Leiomyoma (Fibroids),SYM_00005,Chronic Fatigue,0.83,0
DIS_00468,Uterine Leiomyoma (Fibroids),SYM_00002,Low Grade Fever,0.71,0
DIS_00468,Uterine Leiomyoma (Fibroids),SYM_00009,Loss of Appetite,0.59,0
DIS_00469,Endometrial Hyperplasia,SYM_00010,Generalized Malaise,0.95,1
DIS_00469,Endometrial Hyperplasia,SYM_00005,Chronic Fatigue,0.83,0
DIS_00469,Endometrial Hyperplasia,SYM_00002,Low Grade Fever,0.71,0
DIS_00469,Endometrial Hyperplasia,SYM_00009,Loss of Appetite,0.59,0
DIS_00470,Cervical Intraepithelial Neoplasia (CIN),SYM_00010,Generalized Malaise,0.95,1
DIS_00470,Cervical Intraepithelial Neoplasia (CIN),SYM_00005,Chronic Fatigue,0.83,0
DIS_00470,Cervical Intraepithelial Neoplasia (CIN),SYM_00002,Low Grade Fever,0.71,0
DIS_00470,Cervical Intraepithelial Neoplasia (CIN),SYM_00009,Loss of Appetite,0.59,0
DIS_00471,Bacterial Vaginosis (Gardnerella),SYM_00010,Generalized Malaise,0.95,1
DIS_00471,Bacterial Vaginosis (Gardnerella),SYM_00005,Chronic Fatigue,0.83,0
DIS_00471,Bacterial Vaginosis (Gardnerella),SYM_00002,Low Grade Fever,0.71,0
DIS_00471,Bacterial Vaginosis (Gardnerella),SYM_00009,Loss of Appetite,0.59,0
DIS_00472,Trichomoniasis Vaginitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00472,Trichomoniasis Vaginitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00472,Trichomoniasis Vaginitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00472,Trichomoniasis Vaginitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00473,Vulvovaginal Candidiasis,SYM_00010,Generalized Malaise,0.95,1
DIS_00473,Vulvovaginal Candidiasis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00473,Vulvovaginal Candidiasis,SYM_00002,Low Grade Fever,0.71,0
DIS_00473,Vulvovaginal Candidiasis,SYM_00009,Loss of Appetite,0.59,0
DIS_00474,Pelvic Inflammatory Disease (PID),SYM_00010,Generalized Malaise,0.95,1
DIS_00474,Pelvic Inflammatory Disease (PID),SYM_00005,Chronic Fatigue,0.83,0
DIS_00474,Pelvic Inflammatory Disease (PID),SYM_00002,Low Grade Fever,0.71,0
DIS_00474,Pelvic Inflammatory Disease (PID),SYM_00009,Loss of Appetite,0.59,0
DIS_00475,Tubo-Ovarian Abscess,SYM_00010,Generalized Malaise,0.95,1
DIS_00475,Tubo-Ovarian Abscess,SYM_00005,Chronic Fatigue,0.83,0
DIS_00475,Tubo-Ovarian Abscess,SYM_00002,Low Grade Fever,0.71,0
DIS_00475,Tubo-Ovarian Abscess,SYM_00009,Loss of Appetite,0.59,0
DIS_00476,Ectopic Pregnancy (Tubal),SYM_00010,Generalized Malaise,0.95,1
DIS_00476,Ectopic Pregnancy (Tubal),SYM_00005,Chronic Fatigue,0.83,0
DIS_00476,Ectopic Pregnancy (Tubal),SYM_00002,Low Grade Fever,0.71,0
DIS_00476,Ectopic Pregnancy (Tubal),SYM_00009,Loss of Appetite,0.59,0
DIS_00477,Preeclampsia with Severe Features,SYM_00010,Generalized Malaise,0.95,1
DIS_00477,Preeclampsia with Severe Features,SYM_00005,Chronic Fatigue,0.83,0
DIS_00477,Preeclampsia with Severe Features,SYM_00002,Low Grade Fever,0.71,0
DIS_00477,Preeclampsia with Severe Features,SYM_00009,Loss of Appetite,0.59,0
DIS_00478,Gestational Diabetes Mellitus,SYM_00010,Generalized Malaise,0.95,1
DIS_00478,Gestational Diabetes Mellitus,SYM_00005,Chronic Fatigue,0.83,0
DIS_00478,Gestational Diabetes Mellitus,SYM_00002,Low Grade Fever,0.71,0
DIS_00478,Gestational Diabetes Mellitus,SYM_00009,Loss of Appetite,0.59,0
DIS_00479,Hyperemesis Gravidarum,SYM_00010,Generalized Malaise,0.95,1
DIS_00479,Hyperemesis Gravidarum,SYM_00005,Chronic Fatigue,0.83,0
DIS_00479,Hyperemesis Gravidarum,SYM_00002,Low Grade Fever,0.71,0
DIS_00479,Hyperemesis Gravidarum,SYM_00009,Loss of Appetite,0.59,0
DIS_00480,Placenta Previa,SYM_00010,Generalized Malaise,0.95,1
DIS_00480,Placenta Previa,SYM_00005,Chronic Fatigue,0.83,0
DIS_00480,Placenta Previa,SYM_00002,Low Grade Fever,0.71,0
DIS_00480,Placenta Previa,SYM_00009,Loss of Appetite,0.59,0
DIS_00481,Placental Abruption,SYM_00010,Generalized Malaise,0.95,1
DIS_00481,Placental Abruption,SYM_00005,Chronic Fatigue,0.83,0
DIS_00481,Placental Abruption,SYM_00002,Low Grade Fever,0.71,0
DIS_00481,Placental Abruption,SYM_00009,Loss of Appetite,0.59,0
DIS_00482,Postpartum Hemorrhage,SYM_00010,Generalized Malaise,0.95,1
DIS_00482,Postpartum Hemorrhage,SYM_00005,Chronic Fatigue,0.83,0
DIS_00482,Postpartum Hemorrhage,SYM_00002,Low Grade Fever,0.71,0
DIS_00482,Postpartum Hemorrhage,SYM_00009,Loss of Appetite,0.59,0
DIS_00483,Postpartum Depression,SYM_00010,Generalized Malaise,0.95,1
DIS_00483,Postpartum Depression,SYM_00005,Chronic Fatigue,0.83,0
DIS_00483,Postpartum Depression,SYM_00002,Low Grade Fever,0.71,0
DIS_00483,Postpartum Depression,SYM_00009,Loss of Appetite,0.59,0
DIS_00484,Ovarian Torsion (Acute),SYM_00010,Generalized Malaise,0.95,1
DIS_00484,Ovarian Torsion (Acute),SYM_00005,Chronic Fatigue,0.83,0
DIS_00484,Ovarian Torsion (Acute),SYM_00002,Low Grade Fever,0.71,0
DIS_00484,Ovarian Torsion (Acute),SYM_00009,Loss of Appetite,0.59,0
DIS_00485,Polycystic Ovaries (Gynecological),SYM_00010,Generalized Malaise,0.95,1
DIS_00485,Polycystic Ovaries (Gynecological),SYM_00005,Chronic Fatigue,0.83,0
DIS_00485,Polycystic Ovaries (Gynecological),SYM_00002,Low Grade Fever,0.71,0
DIS_00485,Polycystic Ovaries (Gynecological),SYM_00009,Loss of Appetite,0.59,0
DIS_00486,Primary Dysmenorrhea,SYM_00010,Generalized Malaise,0.95,1
DIS_00486,Primary Dysmenorrhea,SYM_00005,Chronic Fatigue,0.83,0
DIS_00486,Primary Dysmenorrhea,SYM_00002,Low Grade Fever,0.71,0
DIS_00486,Primary Dysmenorrhea,SYM_00009,Loss of Appetite,0.59,0
DIS_00487,Premature Ovarian Insufficiency,SYM_00010,Generalized Malaise,0.95,1
DIS_00487,Premature Ovarian Insufficiency,SYM_00005,Chronic Fatigue,0.83,0
DIS_00487,Premature Ovarian Insufficiency,SYM_00002,Low Grade Fever,0.71,0
DIS_00487,Premature Ovarian Insufficiency,SYM_00009,Loss of Appetite,0.59,0
DIS_00488,Menopause Transition Syndrome,SYM_00010,Generalized Malaise,0.95,1
DIS_00488,Menopause Transition Syndrome,SYM_00005,Chronic Fatigue,0.83,0
DIS_00488,Menopause Transition Syndrome,SYM_00002,Low Grade Fever,0.71,0
DIS_00488,Menopause Transition Syndrome,SYM_00009,Loss of Appetite,0.59,0
DIS_00489,Genitourinary Syndrome of Menopause (GSM),SYM_00010,Generalized Malaise,0.95,1
DIS_00489,Genitourinary Syndrome of Menopause (GSM),SYM_00005,Chronic Fatigue,0.83,0
DIS_00489,Genitourinary Syndrome of Menopause (GSM),SYM_00002,Low Grade Fever,0.71,0
DIS_00489,Genitourinary Syndrome of Menopause (GSM),SYM_00009,Loss of Appetite,0.59,0
DIS_00490,Bartholin Gland Abscess,SYM_00010,Generalized Malaise,0.95,1
DIS_00490,Bartholin Gland Abscess,SYM_00005,Chronic Fatigue,0.83,0
DIS_00490,Bartholin Gland Abscess,SYM_00002,Low Grade Fever,0.71,0
DIS_00490,Bartholin Gland Abscess,SYM_00009,Loss of Appetite,0.59,0
DIS_00491,Uterine Prolapse (Pelvic Organ),SYM_00010,Generalized Malaise,0.95,1
DIS_00491,Uterine Prolapse (Pelvic Organ),SYM_00005,Chronic Fatigue,0.83,0
DIS_00491,Uterine Prolapse (Pelvic Organ),SYM_00002,Low Grade Fever,0.71,0
DIS_00491,Uterine Prolapse (Pelvic Organ),SYM_00009,Loss of Appetite,0.59,0
DIS_00492,Cystocele,SYM_00010,Generalized Malaise,0.95,1
DIS_00492,Cystocele,SYM_00005,Chronic Fatigue,0.83,0
DIS_00492,Cystocele,SYM_00002,Low Grade Fever,0.71,0
DIS_00492,Cystocele,SYM_00009,Loss of Appetite,0.59,0
DIS_00493,Rectocele,SYM_00010,Generalized Malaise,0.95,1
DIS_00493,Rectocele,SYM_00005,Chronic Fatigue,0.83,0
DIS_00493,Rectocele,SYM_00002,Low Grade Fever,0.71,0
DIS_00493,Rectocele,SYM_00009,Loss of Appetite,0.59,0
DIS_00494,Asherman Syndrome (Intrauterine Adhesions),SYM_00010,Generalized Malaise,0.95,1
DIS_00494,Asherman Syndrome (Intrauterine Adhesions),SYM_00005,Chronic Fatigue,0.83,0
DIS_00494,Asherman Syndrome (Intrauterine Adhesions),SYM_00002,Low Grade Fever,0.71,0
DIS_00494,Asherman Syndrome (Intrauterine Adhesions),SYM_00009,Loss of Appetite,0.59,0
DIS_00495,Luteal Phase Deficiency,SYM_00010,Generalized Malaise,0.95,1
DIS_00495,Luteal Phase Deficiency,SYM_00005,Chronic Fatigue,0.83,0
DIS_00495,Luteal Phase Deficiency,SYM_00002,Low Grade Fever,0.71,0
DIS_00495,Luteal Phase Deficiency,SYM_00009,Loss of Appetite,0.59,0
DIS_00496,Down Syndrome (Trisomy 21),SYM_00010,Generalized Malaise,0.95,1
DIS_00496,Down Syndrome (Trisomy 21),SYM_00005,Chronic Fatigue,0.83,0
DIS_00496,Down Syndrome (Trisomy 21),SYM_00002,Low Grade Fever,0.71,0
DIS_00496,Down Syndrome (Trisomy 21),SYM_00009,Loss of Appetite,0.59,0
DIS_00497,"Turner Syndrome (45,X)",SYM_00010,Generalized Malaise,0.95,1
DIS_00497,"Turner Syndrome (45,X)",SYM_00005,Chronic Fatigue,0.83,0
DIS_00497,"Turner Syndrome (45,X)",SYM_00002,Low Grade Fever,0.71,0
DIS_00497,"Turner Syndrome (45,X)",SYM_00009,Loss of Appetite,0.59,0
DIS_00498,"Klinefelter Syndrome (47,XXY)",SYM_00010,Generalized Malaise,0.95,1
DIS_00498,"Klinefelter Syndrome (47,XXY)",SYM_00005,Chronic Fatigue,0.83,0
DIS_00498,"Klinefelter Syndrome (47,XXY)",SYM_00002,Low Grade Fever,0.71,0
DIS_00498,"Klinefelter Syndrome (47,XXY)",SYM_00009,Loss of Appetite,0.59,0
DIS_00499,Fragile X Syndrome,SYM_00010,Generalized Malaise,0.95,1
DIS_00499,Fragile X Syndrome,SYM_00005,Chronic Fatigue,0.83,0
DIS_00499,Fragile X Syndrome,SYM_00002,Low Grade Fever,0.71,0
DIS_00499,Fragile X Syndrome,SYM_00009,Loss of Appetite,0.59,0
DIS_00500,Phenylketonuria (PKU),SYM_00010,Generalized Malaise,0.95,1
DIS_00500,Phenylketonuria (PKU),SYM_00005,Chronic Fatigue,0.83,0
DIS_00500,Phenylketonuria (PKU),SYM_00002,Low Grade Fever,0.71,0
DIS_00500,Phenylketonuria (PKU),SYM_00009,Loss of Appetite,0.59,0
DIS_00501,Galactosemia,SYM_00010,Generalized Malaise,0.95,1
DIS_00501,Galactosemia,SYM_00005,Chronic Fatigue,0.83,0
DIS_00501,Galactosemia,SYM_00002,Low Grade Fever,0.71,0
DIS_00501,Galactosemia,SYM_00009,Loss of Appetite,0.59,0
DIS_00502,Congenital Hypothyroidism,SYM_00010,Generalized Malaise,0.95,1
DIS_00502,Congenital Hypothyroidism,SYM_00005,Chronic Fatigue,0.83,0
DIS_00502,Congenital Hypothyroidism,SYM_00002,Low Grade Fever,0.71,0
DIS_00502,Congenital Hypothyroidism,SYM_00009,Loss of Appetite,0.59,0
DIS_00503,Infantile Colic,SYM_00010,Generalized Malaise,0.95,1
DIS_00503,Infantile Colic,SYM_00005,Chronic Fatigue,0.83,0
DIS_00503,Infantile Colic,SYM_00002,Low Grade Fever,0.71,0
DIS_00503,Infantile Colic,SYM_00009,Loss of Appetite,0.59,0
DIS_00504,Neonatal Jaundice (Physiological),SYM_00010,Generalized Malaise,0.95,1
DIS_00504,Neonatal Jaundice (Physiological),SYM_00005,Chronic Fatigue,0.83,0
DIS_00504,Neonatal Jaundice (Physiological),SYM_00002,Low Grade Fever,0.71,0
DIS_00504,Neonatal Jaundice (Physiological),SYM_00009,Loss of Appetite,0.59,0
DIS_00505,Transient Tachypnea of Newborn,SYM_00010,Generalized Malaise,0.95,1
DIS_00505,Transient Tachypnea of Newborn,SYM_00005,Chronic Fatigue,0.83,0
DIS_00505,Transient Tachypnea of Newborn,SYM_00002,Low Grade Fever,0.71,0
DIS_00505,Transient Tachypnea of Newborn,SYM_00009,Loss of Appetite,0.59,0
DIS_00506,Bronchiolitis (RSV in Infants),SYM_00010,Generalized Malaise,0.95,1
DIS_00506,Bronchiolitis (RSV in Infants),SYM_00005,Chronic Fatigue,0.83,0
DIS_00506,Bronchiolitis (RSV in Infants),SYM_00002,Low Grade Fever,0.71,0
DIS_00506,Bronchiolitis (RSV in Infants),SYM_00009,Loss of Appetite,0.59,0
DIS_00507,Febrile Seizures (Simple),SYM_00010,Generalized Malaise,0.95,1
DIS_00507,Febrile Seizures (Simple),SYM_00005,Chronic Fatigue,0.83,0
DIS_00507,Febrile Seizures (Simple),SYM_00002,Low Grade Fever,0.71,0
DIS_00507,Febrile Seizures (Simple),SYM_00009,Loss of Appetite,0.59,0
DIS_00508,Roseola Infantum (HHV-6),SYM_00010,Generalized Malaise,0.95,1
DIS_00508,Roseola Infantum (HHV-6),SYM_00005,Chronic Fatigue,0.83,0
DIS_00508,Roseola Infantum (HHV-6),SYM_00002,Low Grade Fever,0.71,0
DIS_00508,Roseola Infantum (HHV-6),SYM_00009,Loss of Appetite,0.59,0
DIS_00509,Erythema Infectiosum (Fifth Disease),SYM_00010,Generalized Malaise,0.95,1
DIS_00509,Erythema Infectiosum (Fifth Disease),SYM_00005,Chronic Fatigue,0.83,0
DIS_00509,Erythema Infectiosum (Fifth Disease),SYM_00002,Low Grade Fever,0.71,0
DIS_00509,Erythema Infectiosum (Fifth Disease),SYM_00009,Loss of Appetite,0.59,0
DIS_00510,"Hand, Foot, and Mouth Disease (Coxsackie)",SYM_00010,Generalized Malaise,0.95,1
DIS_00510,"Hand, Foot, and Mouth Disease (Coxsackie)",SYM_00005,Chronic Fatigue,0.83,0
DIS_00510,"Hand, Foot, and Mouth Disease (Coxsackie)",SYM_00002,Low Grade Fever,0.71,0
DIS_00510,"Hand, Foot, and Mouth Disease (Coxsackie)",SYM_00009,Loss of Appetite,0.59,0
DIS_00511,Henoch-Schönlein Purpura (Pediatric),SYM_00010,Generalized Malaise,0.95,1
DIS_00511,Henoch-Schönlein Purpura (Pediatric),SYM_00005,Chronic Fatigue,0.83,0
DIS_00511,Henoch-Schönlein Purpura (Pediatric),SYM_00002,Low Grade Fever,0.71,0
DIS_00511,Henoch-Schönlein Purpura (Pediatric),SYM_00009,Loss of Appetite,0.59,0
DIS_00512,Kawasaki Disease (Pediatric Vasculitis),SYM_00010,Generalized Malaise,0.95,1
DIS_00512,Kawasaki Disease (Pediatric Vasculitis),SYM_00005,Chronic Fatigue,0.83,0
DIS_00512,Kawasaki Disease (Pediatric Vasculitis),SYM_00002,Low Grade Fever,0.71,0
DIS_00512,Kawasaki Disease (Pediatric Vasculitis),SYM_00009,Loss of Appetite,0.59,0
DIS_00513,Pyloric Stenosis (Infantile),SYM_00010,Generalized Malaise,0.95,1
DIS_00513,Pyloric Stenosis (Infantile),SYM_00005,Chronic Fatigue,0.83,0
DIS_00513,Pyloric Stenosis (Infantile),SYM_00002,Low Grade Fever,0.71,0
DIS_00513,Pyloric Stenosis (Infantile),SYM_00009,Loss of Appetite,0.59,0
DIS_00514,Intussusception (Ileocolic),SYM_00010,Generalized Malaise,0.95,1
DIS_00514,Intussusception (Ileocolic),SYM_00005,Chronic Fatigue,0.83,0
DIS_00514,Intussusception (Ileocolic),SYM_00002,Low Grade Fever,0.71,0
DIS_00514,Intussusception (Ileocolic),SYM_00009,Loss of Appetite,0.59,0
DIS_00515,Meckel Diverticulum,SYM_00010,Generalized Malaise,0.95,1
DIS_00515,Meckel Diverticulum,SYM_00005,Chronic Fatigue,0.83,0
DIS_00515,Meckel Diverticulum,SYM_00002,Low Grade Fever,0.71,0
DIS_00515,Meckel Diverticulum,SYM_00009,Loss of Appetite,0.59,0
DIS_00516,Hirschsprung Disease (Aganglionic Megacolon),SYM_00010,Generalized Malaise,0.95,1
DIS_00516,Hirschsprung Disease (Aganglionic Megacolon),SYM_00005,Chronic Fatigue,0.83,0
DIS_00516,Hirschsprung Disease (Aganglionic Megacolon),SYM_00002,Low Grade Fever,0.71,0
DIS_00516,Hirschsprung Disease (Aganglionic Megacolon),SYM_00009,Loss of Appetite,0.59,0
DIS_00517,Biliary Atresia,SYM_00010,Generalized Malaise,0.95,1
DIS_00517,Biliary Atresia,SYM_00005,Chronic Fatigue,0.83,0
DIS_00517,Biliary Atresia,SYM_00002,Low Grade Fever,0.71,0
DIS_00517,Biliary Atresia,SYM_00009,Loss of Appetite,0.59,0
DIS_00518,Celiac Disease (Pediatric),SYM_00010,Generalized Malaise,0.95,1
DIS_00518,Celiac Disease (Pediatric),SYM_00005,Chronic Fatigue,0.83,0
DIS_00518,Celiac Disease (Pediatric),SYM_00002,Low Grade Fever,0.71,0
DIS_00518,Celiac Disease (Pediatric),SYM_00009,Loss of Appetite,0.59,0
DIS_00519,Failure to Thrive (FTT),SYM_00010,Generalized Malaise,0.95,1
DIS_00519,Failure to Thrive (FTT),SYM_00005,Chronic Fatigue,0.83,0
DIS_00519,Failure to Thrive (FTT),SYM_00002,Low Grade Fever,0.71,0
DIS_00519,Failure to Thrive (FTT),SYM_00009,Loss of Appetite,0.59,0
DIS_00520,Developmental Dysplasia of Hip (DDH),SYM_00010,Generalized Malaise,0.95,1
DIS_00520,Developmental Dysplasia of Hip (DDH),SYM_00005,Chronic Fatigue,0.83,0
DIS_00520,Developmental Dysplasia of Hip (DDH),SYM_00002,Low Grade Fever,0.71,0
DIS_00520,Developmental Dysplasia of Hip (DDH),SYM_00009,Loss of Appetite,0.59,0
DIS_00521,Congenital Talipes Equinovarus (Clubfoot),SYM_00010,Generalized Malaise,0.95,1
DIS_00521,Congenital Talipes Equinovarus (Clubfoot),SYM_00005,Chronic Fatigue,0.83,0
DIS_00521,Congenital Talipes Equinovarus (Clubfoot),SYM_00002,Low Grade Fever,0.71,0
DIS_00521,Congenital Talipes Equinovarus (Clubfoot),SYM_00009,Loss of Appetite,0.59,0
DIS_00522,Tourette Syndrome (Motor & Vocal Tics),SYM_00010,Generalized Malaise,0.95,1
DIS_00522,Tourette Syndrome (Motor & Vocal Tics),SYM_00005,Chronic Fatigue,0.83,0
DIS_00522,Tourette Syndrome (Motor & Vocal Tics),SYM_00002,Low Grade Fever,0.71,0
DIS_00522,Tourette Syndrome (Motor & Vocal Tics),SYM_00009,Loss of Appetite,0.59,0
DIS_00523,Enuresis (Nocturnal),SYM_00010,Generalized Malaise,0.95,1
DIS_00523,Enuresis (Nocturnal),SYM_00005,Chronic Fatigue,0.83,0
DIS_00523,Enuresis (Nocturnal),SYM_00002,Low Grade Fever,0.71,0
DIS_00523,Enuresis (Nocturnal),SYM_00009,Loss of Appetite,0.59,0
DIS_00524,Encopresis,SYM_00010,Generalized Malaise,0.95,1
DIS_00524,Encopresis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00524,Encopresis,SYM_00002,Low Grade Fever,0.71,0
DIS_00524,Encopresis,SYM_00009,Loss of Appetite,0.59,0
DIS_00525,Congenital Heart Defect (VSD),SYM_00010,Generalized Malaise,0.95,1
DIS_00525,Congenital Heart Defect (VSD),SYM_00005,Chronic Fatigue,0.83,0
DIS_00525,Congenital Heart Defect (VSD),SYM_00002,Low Grade Fever,0.71,0
DIS_00525,Congenital Heart Defect (VSD),SYM_00009,Loss of Appetite,0.59,0
DIS_00526,Severe Systemic Anaphylaxis,SYM_00010,Generalized Malaise,0.95,1
DIS_00526,Severe Systemic Anaphylaxis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00526,Severe Systemic Anaphylaxis,SYM_00002,Low Grade Fever,0.71,0
DIS_00526,Severe Systemic Anaphylaxis,SYM_00009,Loss of Appetite,0.59,0
DIS_00527,Peanut & Tree Nut Anaphylaxis,SYM_00010,Generalized Malaise,0.95,1
DIS_00527,Peanut & Tree Nut Anaphylaxis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00527,Peanut & Tree Nut Anaphylaxis,SYM_00002,Low Grade Fever,0.71,0
DIS_00527,Peanut & Tree Nut Anaphylaxis,SYM_00009,Loss of Appetite,0.59,0
DIS_00528,Cow Milk Protein Allergy,SYM_00010,Generalized Malaise,0.95,1
DIS_00528,Cow Milk Protein Allergy,SYM_00005,Chronic Fatigue,0.83,0
DIS_00528,Cow Milk Protein Allergy,SYM_00002,Low Grade Fever,0.71,0
DIS_00528,Cow Milk Protein Allergy,SYM_00009,Loss of Appetite,0.59,0
DIS_00529,Hymenoptera Venom Allergy (Bee/Wasp),SYM_00010,Generalized Malaise,0.95,1
DIS_00529,Hymenoptera Venom Allergy (Bee/Wasp),SYM_00005,Chronic Fatigue,0.83,0
DIS_00529,Hymenoptera Venom Allergy (Bee/Wasp),SYM_00002,Low Grade Fever,0.71,0
DIS_00529,Hymenoptera Venom Allergy (Bee/Wasp),SYM_00009,Loss of Appetite,0.59,0
DIS_00530,Latex Allergy (Type I Hypersensitivity),SYM_00010,Generalized Malaise,0.95,1
DIS_00530,Latex Allergy (Type I Hypersensitivity),SYM_00005,Chronic Fatigue,0.83,0
DIS_00530,Latex Allergy (Type I Hypersensitivity),SYM_00002,Low Grade Fever,0.71,0
DIS_00530,Latex Allergy (Type I Hypersensitivity),SYM_00009,Loss of Appetite,0.59,0
DIS_00531,Drug-Induced Anaphylactoid Reaction,SYM_00010,Generalized Malaise,0.95,1
DIS_00531,Drug-Induced Anaphylactoid Reaction,SYM_00005,Chronic Fatigue,0.83,0
DIS_00531,Drug-Induced Anaphylactoid Reaction,SYM_00002,Low Grade Fever,0.71,0
DIS_00531,Drug-Induced Anaphylactoid Reaction,SYM_00009,Loss of Appetite,0.59,0
DIS_00532,Allergic Bronchopulmonary Aspergillosis (ABPA),SYM_00010,Generalized Malaise,0.95,1
DIS_00532,Allergic Bronchopulmonary Aspergillosis (ABPA),SYM_00005,Chronic Fatigue,0.83,0
DIS_00532,Allergic Bronchopulmonary Aspergillosis (ABPA),SYM_00002,Low Grade Fever,0.71,0
DIS_00532,Allergic Bronchopulmonary Aspergillosis (ABPA),SYM_00009,Loss of Appetite,0.59,0
DIS_00533,Eosinophilic Granulomatosis with Polyangiitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00533,Eosinophilic Granulomatosis with Polyangiitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00533,Eosinophilic Granulomatosis with Polyangiitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00533,Eosinophilic Granulomatosis with Polyangiitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00534,Mast Cell Activation Syndrome (MCAS),SYM_00010,Generalized Malaise,0.95,1
DIS_00534,Mast Cell Activation Syndrome (MCAS),SYM_00005,Chronic Fatigue,0.83,0
DIS_00534,Mast Cell Activation Syndrome (MCAS),SYM_00002,Low Grade Fever,0.71,0
DIS_00534,Mast Cell Activation Syndrome (MCAS),SYM_00009,Loss of Appetite,0.59,0
DIS_00535,Systemic Mastocytosis,SYM_00010,Generalized Malaise,0.95,1
DIS_00535,Systemic Mastocytosis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00535,Systemic Mastocytosis,SYM_00002,Low Grade Fever,0.71,0
DIS_00535,Systemic Mastocytosis,SYM_00009,Loss of Appetite,0.59,0
DIS_00536,Hereditary Angioedema Type 1 (C1-INH),SYM_00010,Generalized Malaise,0.95,1
DIS_00536,Hereditary Angioedema Type 1 (C1-INH),SYM_00005,Chronic Fatigue,0.83,0
DIS_00536,Hereditary Angioedema Type 1 (C1-INH),SYM_00002,Low Grade Fever,0.71,0
DIS_00536,Hereditary Angioedema Type 1 (C1-INH),SYM_00009,Loss of Appetite,0.59,0
DIS_00537,Acquired Angioedema Type 2,SYM_00010,Generalized Malaise,0.95,1
DIS_00537,Acquired Angioedema Type 2,SYM_00005,Chronic Fatigue,0.83,0
DIS_00537,Acquired Angioedema Type 2,SYM_00002,Low Grade Fever,0.71,0
DIS_00537,Acquired Angioedema Type 2,SYM_00009,Loss of Appetite,0.59,0
DIS_00538,Common Variable Immunodeficiency (CVID),SYM_00010,Generalized Malaise,0.95,1
DIS_00538,Common Variable Immunodeficiency (CVID),SYM_00005,Chronic Fatigue,0.83,0
DIS_00538,Common Variable Immunodeficiency (CVID),SYM_00002,Low Grade Fever,0.71,0
DIS_00538,Common Variable Immunodeficiency (CVID),SYM_00009,Loss of Appetite,0.59,0
DIS_00539,Selective IgA Deficiency,SYM_00010,Generalized Malaise,0.95,1
DIS_00539,Selective IgA Deficiency,SYM_00005,Chronic Fatigue,0.83,0
DIS_00539,Selective IgA Deficiency,SYM_00002,Low Grade Fever,0.71,0
DIS_00539,Selective IgA Deficiency,SYM_00009,Loss of Appetite,0.59,0
DIS_00540,Severe Combined Immunodeficiency (SCID),SYM_00010,Generalized Malaise,0.95,1
DIS_00540,Severe Combined Immunodeficiency (SCID),SYM_00005,Chronic Fatigue,0.83,0
DIS_00540,Severe Combined Immunodeficiency (SCID),SYM_00002,Low Grade Fever,0.71,0
DIS_00540,Severe Combined Immunodeficiency (SCID),SYM_00009,Loss of Appetite,0.59,0
DIS_00541,X-Linked Agammaglobulinemia (Bruton),SYM_00010,Generalized Malaise,0.95,1
DIS_00541,X-Linked Agammaglobulinemia (Bruton),SYM_00005,Chronic Fatigue,0.83,0
DIS_00541,X-Linked Agammaglobulinemia (Bruton),SYM_00002,Low Grade Fever,0.71,0
DIS_00541,X-Linked Agammaglobulinemia (Bruton),SYM_00009,Loss of Appetite,0.59,0
DIS_00542,Chronic Granulomatous Disease (CGD),SYM_00010,Generalized Malaise,0.95,1
DIS_00542,Chronic Granulomatous Disease (CGD),SYM_00005,Chronic Fatigue,0.83,0
DIS_00542,Chronic Granulomatous Disease (CGD),SYM_00002,Low Grade Fever,0.71,0
DIS_00542,Chronic Granulomatous Disease (CGD),SYM_00009,Loss of Appetite,0.59,0
DIS_00543,Hyper-IgE Syndrome (Job Disease),SYM_00010,Generalized Malaise,0.95,1
DIS_00543,Hyper-IgE Syndrome (Job Disease),SYM_00005,Chronic Fatigue,0.83,0
DIS_00543,Hyper-IgE Syndrome (Job Disease),SYM_00002,Low Grade Fever,0.71,0
DIS_00543,Hyper-IgE Syndrome (Job Disease),SYM_00009,Loss of Appetite,0.59,0
